title,rating
Knife in the Water (Nóz w wodzie) (1962),4.0
Mobsters (1991),2.0
Out of Time (2003),4.0
School of Rock (2003),4.0
"Station Agent, The (2003)",4.0
Wonderland (2003),3.0
Bus 174 (Ônibus 174) (2002),3.5
Mystic River (2003),3.5
"House of the Dead, The (2003)",1.0
Intolerable Cruelty (2003),2.5
Kill Bill: Vol. 1 (2003),4.0
Runaway Jury (2003),4.0
"Texas Chainsaw Massacre, The (2003)",2.0
Pieces of April (2003),4.0
Returner (Ritaanaa) (2002),2.5
Sylvia (2003),3.0
Veronica Guerin (2003),3.0
In the Cut (2003),3.0
Beyond Borders (2003),3.5
Radio (2003),4.5
Scary Movie 3 (2003),2.5
Brother Bear (2003),3.0
Elephant (2003),4.0
"Italian Job, The (1969)",4.0
Sweet Sixteen (2002),3.5
Alien from L.A. (1988),3.5
Interstate 60 (2002),4.0
"Eye, The (Gin gwai) (Jian gui) (2002)",3.0
"Jolson Story, The (1946)",3.5
You'll Never Get Rich (1941),3.5
"Unvanquished, The (Aparajito) (1957)",4.0
"Cercle Rouge, Le (Red Circle, The) (1970)",3.5
"Human Stain, The (2003)",4.0
Shattered Glass (2003),3.0
"Matrix Revolutions, The (2003)",4.0
"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",4.0
Elf (2003),4.0
Billabong Odyssey (2003),4.0
Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),4.0
Love Actually (2003),3.5
Father of the Bride (1991),3.0
My Architect: A Son's Journey (2003),4.5
Looney Tunes: Back in Action (2003),3.0
Master and Commander: The Far Side of the World (2003),4.0
Tupac: Resurrection (2003),4.0
"Big Empty, The (2003)",3.5
"Missing, The (2003)",4.0
"Cat in the Hat, The (2003)",2.0
Gothika (2003),3.5
21 Grams (2003),3.0
"Barbarian Invasions, The (Les invasions barbares) (2003)",4.0
Bad Santa (2003),4.0
"Haunted Mansion, The (2003)",2.5
Timeline (2003),1.0
Damage (Fatale) (1992),4.0
OT: Our Town (2002),3.5
Devil's Playground (2002),4.0
Journeys with George (2002),3.5
Darkman (1990),4.0
Dead of Night (1945),0.5
"Dernier Combat, Le (Last Battle, The) (1983)",4.5
Desk Set (1957),4.0
Europa (Zentropa) (1991),4.0
Final Analysis (1992),2.5
"Freshman, The (1990)",2.5
Funny Games (1997),2.0
Slacker (1991),3.5
WarGames (1983),3.5
"Ordet (Word, The) (1955)",4.0
Forbidden Games (Jeux interdits) (1952),3.5
Jane Eyre (1944),5.0
"Tale of Two Cities, A (1935)",4.0
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",3.0
Ben-Hur: A Tale of the Christ (1925),3.0
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",4.0
Gorky Park (1983),4.0
The Great Train Robbery (1978),3.5
Guarding Tess (1994),3.0
Hannah and Her Sisters (1986),4.0
"Hard Way, The (1991)",3.5
Highlander II: The Quickening (1991),2.0
Hoffa (1992),3.0
House of Cards (1993),2.0
Housesitter (1992),2.0
Hudson Hawk (1991),2.5
Invasion of the Body Snatchers (1978),3.0
Kindergarten Cop (1990),1.5
King Ralph (1991),1.5
"Last Boy Scout, The (1991)",3.5
Last Tango in Paris (Ultimo tango a Parigi) (1972),4.0
Lorenzo's Oil (1992),4.0
"Lover, The (Amant, L') (1992)",4.0
Mr. Destiny (1990),3.0
"Night of the Hunter, The (1955)",4.0
Only the Lonely (1991),3.0
Over the Top (1987),1.0
Passenger 57 (1992),3.0
Presumed Innocent (1990),3.5
Project X (1987),3.0
Battle Royale (Batoru rowaiaru) (2000),4.5
"Wedding Banquet, The (Xi yan) (1993)",4.5
"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",4.0
"Midnight Clear, A (1992)",3.5
Summer School (1987),2.5
Silverado (1985),3.0
Quick Change (1990),3.5
Radio Flyer (1992),2.5
"Real McCoy, The (1993)",4.0
Revenge (1990),4.0
"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",3.0
Show Me Love (Fucking Åmål) (1998),3.5
Teen Wolf (1985),2.5
High Heels (Tacones lejanos) (1991),4.5
Things You Can Tell Just by Looking at Her (2000),4.0
To Live and Die in L.A. (1985),2.5
Trapped in Paradise (1994),2.5
Wild at Heart (1990),3.5
"Witches, The (1990)",3.5
"Witches of Eastwick, The (1987)",3.0
Year of the Dragon (1985),2.5
Nothing to Lose (1997),3.5
Flying Down to Rio (1933),3.0
Follow the Fleet (1936),4.0
"What's New, Pussycat (1965)",3.5
Mary of Scotland (1936),3.0
Roberta (1935),4.0
Little Women (1949),4.0
Swing Time (1936),4.0
"Public Enemy, The (1931)",4.0
"Midsummer Night's Dream, A (1935)",3.5
Life with Father (1947),3.5
National Velvet (1944),4.0
Jesus Christ Superstar (1973),4.0
Dark Victory (1939),4.0
Birdman of Alcatraz (1962),4.0
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",4.0
Beauty and the Beast (La belle et la bête) (1946),3.5
"Birth of a Nation, The (1915)",2.0
Juliet of the Spirits (Giulietta degli spiriti) (1965),3.0
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",4.0
Red River (1948),4.0
"Woman Under the Influence, A (1974)",5.0
Stagecoach (1939),3.5
"Shot in the Dark, A (1964)",2.5
"Navigator, The (1924)",3.5
"Court Jester, The (1956)",3.5
Bullitt (1968),4.0
Jezebel (1938),3.0
"Hunchback of Notre Dame, The (1939)",3.0
42nd Street (1933),4.0
That Touch of Mink (1962),4.0
Sweet Dreams (1985),3.0
"Play It Again, Sam (1972)",4.0
Send Me No Flowers (1964),3.5
Pygmalion (1938),3.5
"Passage to India, A (1984)",4.0
Black Orpheus (Orfeu Negro) (1959),4.0
Amarcord (1973),4.0
Hero (Ying xiong) (2002),3.5
Horse Feathers (1932),4.0
Anna Karenina (1935),4.0
"Front Page, The (1974)",4.0
Rivers and Tides (2001),5.0
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),4.5
Doc Hollywood (1991),2.5
Dragnet (1987),2.0
Madhouse (1990),3.5
1941 (1979),2.5
Foul Play (1978),3.0
Crime Story (Zhong an zu) (1993),3.5
Beyond the Clouds (Al di là delle nuvole) (1996),3.0
"Collector, The (1965)",0.5
Deep Red (Profondo rosso) (1975),3.0
Diabolique (Les diaboliques) (1955),2.0
Leprechaun (1993),3.0
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),4.0
Adam's Rib (1949),4.5
King of Hearts (1966),5.0
Naked Lunch (1991),3.5
Grass (1999),3.0
Spring Forward (1999),2.0
Run (1991),3.5
"Summer Place, A (1959)",3.0
"Night at the Opera, A (1935)",4.0
"Element of Crime, The (Forbrydelsens Element) (1984)",4.0
"Cooler, The (2003)",3.5
In America (2002),3.5
My Flesh and Blood (2003),4.0
Honey (2003),3.0
"Last Samurai, The (2003)",4.0
Big Fish (2003),4.0
Something's Gotta Give (2003),4.0
Stuck on You (2003),3.5
Girl with a Pearl Earring (2003),3.5
"Lord of the Rings: The Return of the King, The (2003)",4.5
Mona Lisa Smile (2003),2.5
Calendar Girls (2003),2.0
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",4.0
House of Sand and Fog (2003),4.0
Monster (2003),4.0
Cheaper by the Dozen (2003),1.5
Cold Mountain (2003),3.0
Paycheck (2003),3.0
Peter Pan (2003),4.0
"Company, The (2003)",3.0
Japanese Story (2003),3.0
Chasing Liberty (2004),4.5
Aileen: Life and Death of a Serial Killer (2003),3.5
Along Came Polly (2004),2.5
Torque (2004),2.0
Crimson Gold (Talaye sorgh) (2003),3.5
Osama (2003),3.5
"Great Gatsby, The (1974)",3.0
Wuthering Heights (1992),2.5
Ship of Fools (1965),3.5
This Property is Condemned (1966),4.5
Jane Eyre (1970),3.5
Blame It on the Bellboy (1992),2.0
Only the Strong (1993),3.0
"Adventures of Ford Fairlane, The (1990)",3.0
Beyond Re-Animator (2003),3.0
"Wind and the Lion, The (1975)",3.0
Mon Oncle (My Uncle) (1958),4.0
Dr. Jekyll and Mr. Hyde (1941),4.0
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",3.5
People Will Talk (1951),3.5
I Was a Male War Bride (1949),4.0
To Have and Have Not (1944),4.0
High Sierra (1941),4.0
Dark Passage (1947),4.0
"Ox-Bow Incident, The (1943)",4.5
They Drive by Night (1940),4.0
Reefer Madness (a.k.a. Tell Your Children) (1938),3.0
D.O.A. (1950),2.5
Pumping Iron (1977),3.5
Cool World (1992),2.0
"Strada, La (1954)",4.0
Ichi the Killer (Koroshiya 1) (2001),4.0
"Boy and His Dog, A (1975)",4.0
Ashes and Diamonds (Popiól i diament) (1958),4.0
Intolerance: Love's Struggle Throughout the Ages (1916),3.5
Tormented (1960),1.0
Chitty Chitty Bang Bang (1968),4.0
"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",3.5
Where the Day Takes You (1992),4.0
The Butterfly Effect (2004),3.0
Win a Date with Tad Hamilton! (2004),2.0
Touching the Void (2003),4.0
"Big Bounce, The (2004)",2.0
"Perfect Score, The (2004)",3.0
You Got Served (2004),2.0
Latter Days (2003),3.5
Barbershop 2: Back in Business (2004),3.0
Catch That Kid (2004),2.0
Miracle (2004),4.0
An Amazing Couple (2002),4.0
"Dreamers, The (2003)",4.0
"Lost Skeleton of Cadavra, The (2002)",4.0
"Hip Hop Witch, Da (2000)",1.0
Thirteen (2003),3.5
Best Defense (1984),2.5
50 First Dates (2004),3.0
Welcome to Mooseport (2004),3.5
Kitchen Stories (Salmer fra kjøkkenet) (2003),4.0
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),4.0
Diary of a Country Priest (Journal d'un curé de campagne) (1951),4.0
"Thief of Bagdad, The (1924)",3.5
The Diary of Anne Frank (1959),4.0
Allegro non troppo (1977),4.0
Black Widow (1987),2.0
"Herod's Law (Ley de Herodes, La) (2000)",3.0
Flesh & Blood (1985),3.0
King Solomon's Mines (1985),2.5
Raw Deal (1986),3.5
"Goodbye, Mr. Chips (1939)",4.0
"Follow Me, Boys! (1966)",0.5
Against the Ropes (2004),2.0
Confessions of a Teenage Drama Queen (2004),2.0
EuroTrip (2004),3.5
"Passion of the Christ, The (2004)",1.0
Club Dread (2004),2.5
Dirty Dancing: Havana Nights (2004),3.5
Twisted (2004),3.0
"Good bye, Lenin! (2003)",3.5
Hidalgo (2004),3.5
Starsky & Hutch (2004),3.5
"Reckoning, The (2004)",3.5
Persona (1966),3.5
"Passion of Anna, The (Passion, En) (1969)",3.5
"Corbeau, Le (Raven, The) (1943)",4.0
Pickup on South Street (1953),4.0
"Damned, The (La Caduta degli dei) (1969)",3.5
Just One of the Guys (1985),2.5
"Wrong Arm of the Law, The (1963)",3.5
Agent Cody Banks 2: Destination London (2004),4.0
"Girl Next Door, The (2004)",3.5
Secret Window (2004),4.0
Spartan (2004),4.0
Broken Wings (Knafayim Shvurot) (2002),3.0
Wilbur Wants to Kill Himself (2002),4.0
Mad Dog and Glory (1993),4.0
Peyton Place (1957),3.5
Dawn of the Dead (2004),4.0
Eternal Sunshine of the Spotless Mind (2004),4.5
Taking Lives (2004),3.5
Intermission (2003),4.0
Jersey Girl (2004),2.0
"Ladykillers, The (2004)",3.0
Never Die Alone (2004),3.5
Scooby-Doo 2: Monsters Unleashed (2004),2.0
Dogville (2003),3.5
Ned Kelly (2003),3.0
Hellboy (2004),4.0
"Prince & Me, The (2004)",2.5
Walking Tall (2004),2.5
"United States of Leland, The (2003)",3.5
The Alamo (2004),3.5
Ella Enchanted (2004),4.0
"Whole Ten Yards, The (2004)",3.0
I'm Not Scared (Io non ho paura) (2003),4.0
"Ten Commandments, The (1956)",4.0
Dawn of the Dead (1978),4.5
Prey for Rock & Roll (2003),1.5
Those Magnificent Men in Their Flying Machines (1965),2.5
Cheaper by the Dozen (1950),3.0
Scenes From a Marriage (Scener ur ett äktenskap) (1973),4.0
Munchies (1987),1.5
Going in Style (1979),2.5
After Hours (1985),4.0
Kill Bill: Vol. 2 (2004),4.0
"Punisher, The (2004)",3.5
Paper Clips (2004),3.0
This So-Called Disaster (2003),3.5
13 Going on 30 (2004),3.5
Man on Fire (2004),4.0
Envy (2004),2.0
Godsend (2004),2.0
Laws of Attraction (2004),3.0
Mean Girls (2004),4.0
Van Helsing (2004),2.5
"Mudge Boy, The (2003)",3.0
Breakin' All the Rules (2004),3.5
Troy (2004),3.0
Carandiru (2003),4.5
Coffee and Cigarettes (2003),4.0
Eye See You (D-Tox) (2002),2.5
Watch on the Rhine (1943),4.0
Enemy Mine (1985),4.0
Enter the Dragon (1973),4.0
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),4.5
Henry & June (1990),4.0
Martin (1977),4.0
"Three Faces of Eve, The (1957)",4.0
100 Girls (2000),4.0
Fail-Safe (1964),4.0
Paperhouse (1988),3.5
Dobermann (1997),2.5
Kwaidan (Kaidan) (1964),2.0
28 Up (1985),4.0
You Only Live Twice (1967),4.0
Octopussy (1983),2.0
Wit (2001),4.5
Never Say Never Again (1983),2.0
Pride and Prejudice (1940),4.0
"Fountainhead, The (1949)",3.5
Woman of the Year (1942),4.0
"Samouraï, Le (Godson, The) (1967)",3.5
Oklahoma! (1955),4.5
Desert Hearts (1985),4.5
Body Double (1984),2.5
Chaplin (1992),4.0
"Miracle Worker, The (1962)",4.0
Monster in a Box (1992),4.0
School Ties (1992),2.0
Raising Cain (1992),0.5
Rose Red (2002),3.0
Noises Off... (1992),4.0
Babylon 5: In the Beginning (1998),3.5
"Witchfinder General (Conquerer Worm, The) (1968)",1.5
Versus (2000),4.0
Pride and Prejudice (1995),2.5
"China Syndrome, The (1979)",4.0
"Wages of Fear, The (Salaire de la peur, Le) (1953)",2.0
Look Who's Talking Too (1990),1.0
"Bells of St. Mary's, The (1945)",3.5
"Delta Force, The (1986)",2.0
Pat and Mike (1952),4.0
Animal Crackers (1930),4.0
"He Said, She Said (1991)",2.0
Bedazzled (1967),2.0
Cat People (1942),4.0
Camelot (1967),4.0
"Lonely Guy, The (1984)",3.5
"Four Musketeers, The (1974)",3.0
Protocol (1984),3.0
"Postman Always Rings Twice, The (1946)",4.0
Matinee (1993),3.0
Baxter (1989),0.5
Explorers (1985),3.0
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",4.0
Pierrot le fou (1965),4.0
Weekend (a.k.a. Le Week-end) (Week End) (1967),4.0
Tuesdays with Morrie (1999),4.0
Alexander Nevsky (Aleksandr Nevskiy) (1938),4.0
Jason and the Argonauts (1963),3.0
"Tinker, Tailor, Soldier, Spy (1979)",4.0
Throne of Blood (Kumonosu jô) (1957),4.0
"Best of Youth, The (La meglio gioventù) (2003)",4.5
Undercurrent (1946),3.5
"Bang, Bang, You're Dead (2002)",4.0
Twister (1990),1.5
Sniper (1993),3.0
Genghis Blues (1999),3.5
"11'09""01 - September 11 (2002)",4.0
"Warriors, The (1979)",3.5
Babylon 5: A Call to Arms (1999),3.5
Babylon 5: The River of Souls (1998),4.0
Babylon 5: Thirdspace (1998),4.0
True Stories (1986),5.0
"Virgin Spring, The (Jungfrukällan) (1960)",4.0
Mogambo (1953),3.0
"Secret Life of Walter Mitty, The (1947)",3.5
Another Thin Man (1939),3.5
"Thin Man Goes Home, The (1945)",3.5
Shadow of the Thin Man (1941),3.5
After the Thin Man (1936),2.0
Song of the Thin Man (1947),3.5
Love Crazy (1941),3.5
Gunga Din (1939),3.0
Children of Dune (2003),3.5
Dune (2000),4.0
Lammbock (2001),4.5
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",3.5
Tremors II: Aftershocks (1996),2.5
Tremors 3: Back to Perfection (2001),3.0
Notorious C.H.O. (2002),3.5
The Plague of the Zombies (1966),3.0
I Walked with a Zombie (1943),2.0
Highway 61 (1991),3.0
How to Succeed in Business Without Really Trying (1967),4.5
Pat Garrett and Billy the Kid (1973),4.0
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",3.0
"Duck, You Sucker (1971)",3.5
Bring Me the Head of Alfredo Garcia (1974),4.0
Ride the High Country (1962),3.5
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4.5
Frankenstein Must Be Destroyed (1969),3.0
Gidget (1959),3.5
Desperate Living (1977),3.5
Stray Dog (Nora inu) (1949),3.5
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",4.0
High and Low (Tengoku to jigoku) (1963),4.0
"People Under the Stairs, The (1991)",4.0
Dark Days (2000),4.0
Zelig (1983),4.0
Shame (Skammen) (1968),4.0
"Silence, The (Tystnaden) (1963)",3.5
Winter Light (Nattvardsgästerna) (1963),3.5
Through a Glass Darkly (Såsom i en spegel) (1961),4.5
The Magician (1958),4.5
"Killers, The (1946)",4.0
"Night of the Iguana, The (1964)",3.0
Nightbreed (1990),2.0
Ken Park (2002),4.5
Monterey Pop (1968),3.5
"Bridge Too Far, A (1977)",4.0
Infernal Affairs (Mou gaan dou) (2002),4.0
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",3.0
Broadway Danny Rose (1984),4.0
From Beyond (1986),4.0
Robot Jox (1990),1.0
Dolls (1987),2.5
Space Truckers (1996),2.0
Death Race 2000 (1975),4.0
"Bucket Of Blood, A (1959)",2.5
Brigadoon (1954),4.0
"Power of One, The (1992)",4.0
"Weather Underground, The (2002)",4.0
Kikujiro (Kikujirô no natsu) (1999),3.5
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.0
"Phantom Tollbooth, The (1970)",3.5
"Getaway, The (1972)",4.0
Dark Water (Honogurai mizu no soko kara) (2002),4.0
"Thing Called Love, The (1993)",3.5
The Thief (1997),4.5
How to Steal a Million (1966),4.0
"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",2.0
Mean Streets (1973),3.5
Jack the Bear (1993),1.5
I Am a Fugitive from a Chain Gang (1932),3.5
Hamburger Hill (1987),2.0
Sweet Bird of Youth (1962),3.0
Frankenstein Unbound (1990),3.0
Shiri (Swiri) (1999),3.5
Bad Day at Black Rock (1955),3.5
In China They Eat Dogs (I Kina spiser de hunde) (1999),4.0
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),4.0
Crossroads (1986),3.0
"Seducing Doctor Lewis (Grande séduction, La) (2003)",2.0
Sunrise: A Song of Two Humans (1927),4.0
Shock Corridor (1963),3.5
Au revoir les enfants (1987),4.0
Pursuit of Happiness (2001),3.5
Gladiator (1992),4.0
Indestructible Man (1956),0.5
"Wasp Woman, The (1959)",0.5
Attack of the Giant Leeches (1959),2.0
Dead or Alive: Hanzaisha (1999),4.5
Lola Montès (1955),3.5
Charly (1968),4.0
Lust for Life (1956),2.5
"Dolce Vita, La (1960)",3.5
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),3.0
Rush (1991),4.0
Captain Blood (1935),4.0
*batteries not included (1987),4.0
Educating Rita (1983),3.0
Sansho the Bailiff (Sanshô dayû) (1954),3.5
Zazie dans le métro (1960),3.0
"Americanization of Emily, The (1964)",4.0
Anne of the Thousand Days (1969),4.0
"Avventura, L' (Adventure, The) (1960)",4.0
Beyond the Valley of the Dolls (1970),3.5
Hiroshima Mon Amour (1959),4.0
Ugetsu (Ugetsu monogatari) (1953),2.5
"Day of the Jackal, The (1973)",4.0
Night of the Living Dead (1990),4.0
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",1.5
I Love You Again (1940),3.5
Safety Last! (1923),4.0
While the City Sleeps (1956),0.5
Little Murders (1971),5.0
Viridiana (1961),4.0
Masterminds (1997),4.0
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),4.0
Arizona Dream (1993),4.0
3 Women (Three Women) (1977),4.0
Grey Gardens (1975),3.5
Purple Rain (1984),2.5
Point of No Return (1993),4.0
"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",4.0
College (1927),3.5
Mitchell (1975),0.5
Used People (1992),3.5
"Front Page, The (1931)",3.5
Dolls (2002),4.5
"Man Who Came to Dinner, The (1942)",4.0
Make Way for Tomorrow (1937),3.5
"Major and the Minor, The (1942)",3.5
"Caine Mutiny, The (1954)",4.0
Black Narcissus (1947),4.0
Escape from Alcatraz (1979),4.0
Oliver Twist (1948),4.0
Shrek 2 (2004),3.5
"Day After Tomorrow, The (2004)",3.0
Raising Helen (2004),2.5
Soul Plane (2004),3.5
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),4.0
Saved! (2004),4.0
Harry Potter and the Prisoner of Azkaban (2004),4.0
Mindhunters (2004),2.5
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",4.0
"Chronicles of Riddick, The (2004)",3.5
Garfield: The Movie (2004),2.0
"Stepford Wives, The (2004)",2.0
"Hunting of the President, The (2004)",2.5
Napoleon Dynamite (2004),2.5
"Doctor, The (1991)",4.0
"Dresser, The (1983)",3.0
Father Hood (1993),2.5
Hello Again (1987),2.5
Hope Springs (2003),1.0
Lover Come Back (1961),3.0
Police Academy: Mission to Moscow (1994),0.5
Big Wednesday (1978),3.0
Book of Love (1990),2.0
Hour of the Wolf (Vargtimmen) (1968),4.0
Suddenly (1954),3.5
"Divorcee, The (1930)",4.0
Meet the Applegates (1991),2.0
Robot Carnival (Roboto kânibauru) (1987),4.0
Americathon (1979),1.5
Sands of Iwo Jima (1949),2.5
This Island Earth (1955),1.0
Anthony Adverse (1936),3.0
Blackboard Jungle (1955),3.5
Luna Papa (1999),3.5
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),4.0
To Each His Own (1946),3.5
"Heiress, The (1949)",3.5
Dragon Seed (1944),3.5
Executive Suite (1954),3.0
Johnny Belinda (1948),4.0
Super Size Me (2004),4.0
Johnny Eager (1942),3.5
"Jetée, La (1962)",4.5
Northwest Passage (1940),3.0
"Picture of Dorian Gray, The (1945)",2.0
"Human Condition I, The (Ningen no joken I) (1959)",4.5
Please Don't Eat the Daisies (1960),3.5
White Heat (1949),3.5
"Christmas Carol, A (Scrooge) (1951)",3.5
Memphis Belle (1990),3.0
"Cincinnati Kid, The (1965)",0.5
Animal Factory (2000),2.5
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),2.5
"Hitcher, The (1986)",4.0
Show Boat (1951),3.0
Fear X (2003),2.0
Freaks (1932),4.0
"Immigrant, The (1917)",4.5
Silent Movie (1976),3.5
Anna Christie (1930),3.5
Dr. Jekyll and Mr. Hyde (1931),2.0
Around the World in 80 Days (2004),2.5
Dodgeball: A True Underdog Story (2004),3.5
"Terminal, The (2004)",2.0
Dear Frankie (2004),4.0
White Chicks (2004),2.5
"Door in the Floor, The (2004)",2.5
"Notebook, The (2004)",3.5
Two Brothers (Deux frères) (2004),3.5
De-Lovely (2004),4.0
"Day at the Races, A (1937)",4.0
Bob & Carol & Ted & Alice (1969),3.5
"Claymation Christmas Celebration, A (1987)",1.0
"Happenstance (Battement d'ailes du papillon, Le) (2001)",3.0
Comandante (2003),4.0
Undead (2003),3.5
Into the Woods (1991),5.0
Pirates of Silicon Valley (1999),4.0
Manufacturing Consent: Noam Chomsky and the Media (1992),4.0
Mayor of the Sunset Strip (2003),3.5
Killing Me Softly (2002),4.0
"Philadelphia Experiment, The (1984)",3.5
Juice (1992),4.0
Revenge of the Pink Panther (1978),3.5
Angels with Dirty Faces (1938),4.0
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),4.0
Taxi (1998),3.0
Taxi 3 (2003),3.0
Tokyo Godfathers (2003),4.5
Our Hospitality (1923),3.5
All of Me (1984),3.0
"Farmer's Daughter, The (1947)",3.5
Overboard (1987),2.5
Butterfield 8 (1960),3.0
"Exterminating Angel, The (Ángel exterminador, El) (1962)",1.0
Fahrenheit 9/11 (2004),3.5
Roxanne (1987),3.0
Dr. Terror's House of Horrors (1965),1.5
Secret Society (2002),0.5
"Last Starfighter, The (1984)",4.0
Spider-Man 2 (2004),4.5
Before Sunset (2004),3.5
King Arthur (2004),3.0
Anchorman: The Legend of Ron Burgundy (2004),3.5
"Cinderella Story, A (2004)",3.5
"I, Robot (2004)",3.0
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",4.0
Long Day's Journey Into Night (1962),3.5
"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",3.5
"Bourne Supremacy, The (2004)",3.5
Catwoman (2004),2.0
A Home at the End of the World (2004),3.5
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",4.0
Flash Gordon Conquers the Universe (1940),1.0
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",3.5
"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",3.5
Slaughterhouse-Five (1972),4.0
"Bachelor and the Bobby-Soxer, The (1947)",2.5
Mr. Blandings Builds His Dream House (1948),3.0
My Favorite Wife (1940),3.0
"New Adventures of Pippi Longstocking, The (1988)",3.0
Night and Day (1946),2.5
"Snake Pit, The (1948)",3.5
"Super, The (1991)",2.0
"Leopard, The (Gattopardo, Il) (1963)",4.0
"Day of the Locust, The (1975)",2.0
To End All Wars (2001),4.0
"Woman Is a Woman, A (femme est une femme, Une) (1961)",5.0
Biggles (1986),3.0
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",4.0
Unprecedented: The 2000 Presidential Election (2002),3.5
"Prime of Miss Jean Brodie, The (1969)",4.0
My Voyage to Italy (Il mio viaggio in Italia) (1999),3.0
Sherlock Holmes: Terror by Night (1946),3.0
"Spy Who Came in from the Cold, The (1965)",0.5
Sherlock Holmes and the Secret Weapon (1942),3.0
Sherlock Holmes: The Woman in Green (1945),3.5
Sherlock Holmes: Dressed to Kill (1946),4.0
"Manchurian Candidate, The (2004)",3.5
Thunderbirds (2004),2.5
"Village, The (2004)",3.0
Garden State (2004),4.0
Musa the Warrior (Musa) (2001),4.5
"Funny Thing Happened on the Way to the Forum, A (1966)",2.5
Collateral (2004),4.0
Little Black Book (2004),2.0
Code 46 (2003),4.5
"Story of Women (Affaire de femmes, Une) (1988)",5.0
Harold and Kumar Go to White Castle (2004),3.5
"Princess Diaries 2: Royal Engagement, The (2004)",3.0
Danny Deckchair (2003),3.0
AVP: Alien vs. Predator (2004),3.0
We Don't Live Here Anymore (2004),4.0
Without a Paddle (2004),1.0
Exorcist: The Beginning (2004),2.5
"Bill Cosby, Himself (1983)",3.5
Anacondas: The Hunt for the Blood Orchid (2004),2.0
Suspect Zero (2004),3.5
Warriors of Heaven and Earth (Tian di ying xiong) (2003),3.5
Vanity Fair (2004),4.0
Paparazzi (2004),2.5
Wicker Park (2004),3.0
Alice Doesn't Live Here Anymore (1974),4.0
Who's That Knocking at My Door? (1967),1.0
Camera Buff (Amator) (1979),3.0
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",3.5
Cellular (2004),3.0
Resident Evil: Apocalypse (2004),2.5
Mr. 3000 (2004),2.5
Sky Captain and the World of Tomorrow (2004),3.0
Wimbledon (2004),3.0
First Daughter (2004),3.5
"Forgotten, The (2004)",2.0
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",4.0
Shaun of the Dead (2004),4.5
"Come Back, Little Sheba (1952)",4.0
Murder on the Orient Express (1974),4.0
Mask (1985),3.5
Orca: The Killer Whale (1977),1.5
1492: Conquest of Paradise (1992),2.5
Cannibal Holocaust (1980),2.5
Shark Tale (2004),2.5
Ladder 49 (2004),4.0
I Heart Huckabees (2004),4.0
Raise Your Voice (2004),5.0
Taxi (2004),2.0
Primer (2004),4.0
Stage Beauty (2004),3.5
Shall We Dance? (2004),3.0
